,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
1435,5141871,https://www.airbnb.com/rooms/5141871,Santa Felicita,3031300,Novella House,2012-07-23,"Florence, Toscana, Italy",12,Centro Storico,43.76622,11.25301,Entire home/apt,4,2.0,$127.00,25,55,85,109,0,0,,t,9,0.04
1436,5146984,https://www.airbnb.com/rooms/5146984,Dimora San Giovanni (city center+free parking),16668450,Giancarlo,2014-06-11,"Florence, Tuscany, Italy",5,Centro Storico,43.76975,11.24072,Entire home/apt,8,2.0,$138.00,9,39,69,330,11,0,,t,4,1.59
1437,5150992,https://www.airbnb.com/rooms/5150992,NEW!! Sprone Suite,26633066,Sab E Fra,2015-01-24,"Florence, Tuscany, Italy",1,Centro Storico,43.76621,11.25003,Entire home/apt,4,1.0,$69.00,26,56,86,339,12,1,,t,1,3.64
1438,5154918,https://www.airbnb.com/rooms/5154918,Appartamento  Indipendenza,26658217,Luca,2015-01-25,"Florence, Tuscany, Italy",3,Centro Storico,43.77975,11.2522,Entire home/apt,4,1.0,$75.00,11,41,71,346,7,1,,f,4,0.41
1439,5155359,https://www.airbnb.com/rooms/5155359,Immerso nel verde di Firenze,26615492,Silvia,2015-01-24,"Florence, Tuscany, Italy",1,Rifredi,43.80906,11.25421,Entire home/apt,5,2.0,$110.00,15,45,75,350,2,0,,f,1,0.04
1440,5156813,https://www.airbnb.com/rooms/5156813,Typical Florentine Apartment Room,26668500,Daniela,2015-01-25,"Florence, Tuscany, Italy",2,Campo di Marte,43.77743,11.27419,Private room,1,1.0,$30.00,0,0,0,199,1,0,,f,1,0.31
1441,5165617,https://www.airbnb.com/rooms/5165617,Luxury Loft in Duomo area with air conditioning,4330791,Michela,2012-12-05,"Castelfidardo, Marche, Italy",71,Centro Storico,43.77219,11.25365,Entire home/apt,4,3.0,$153.00,14,44,74,284,0,0,048017LTN3166,t,3,0.1
1442,5168349,https://www.airbnb.com/rooms/5168349,Flat - A/C - lift - wifi - parking,5471208,Alessandro,2013-03-15,IT,7,Rifredi,43.79194,11.23655,Entire home/apt,4,1.0,$59.00,12,12,12,142,10,1,,t,5,1.57
1443,5177866,https://www.airbnb.com/rooms/5177866,Historic Florence. Walk Everywhere.,26780917,Melanie,2015-01-27,"Florence, Tuscany, Italy",1,Centro Storico,43.76701,11.24454,Entire home/apt,5,2.0,$115.00,0,0,0,139,0,0,,f,1,1.59
1444,5181610,https://www.airbnb.com/rooms/5181610,DUOMO APARTMENT - city center,26799567,Cecilia,2015-01-27,"Florence, Tuscany, Italy",1,Centro Storico,43.77562,11.25772,Entire home/apt,4,1.0,$90.00,27,57,87,257,9,1,,f,1,0.77
1445,5182270,https://www.airbnb.com/rooms/5182270,FIRENZE SANTA CROCE (CONCERIA),6877467,Nato,2013-06-12,"Florence, Tuscany, Italy",5,Centro Storico,43.7678,11.266,Entire home/apt,4,3.0,$100.00,0,0,0,222,0,0,,f,5,0.02
1446,5187060,https://www.airbnb.com/rooms/5187060,Flornce  View Santa Croce,13117280,Monica,2014-03-14,"Florence, Tuscany, Italy",2,Centro Storico,43.76764,11.26387,Entire home/apt,4,1.0,$200.00,15,45,75,350,0,0,,t,2,
1447,5191212,https://www.airbnb.com/rooms/5191212,terrace apartment in santo spirito district,3358452,Modestino,2012-08-24,"Florence, Tuscany, Italy",21,Centro Storico,43.76602,11.24541,Entire home/apt,5,1.0,$53.00,16,46,76,343,25,3,,t,7,4.07
1448,5208334,https://www.airbnb.com/rooms/5208334,Private bathroom & room (doublebed),26943955,Gino,2015-01-30,"Florence, Tuscany, Italy",2,Centro Storico,43.78177,11.23367,Private room,2,1.0,$15.00,17,30,41,41,10,3,,f,1,2.19
1449,5209242,https://www.airbnb.com/rooms/5209242,Thouar,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76929,11.26809,Entire home/apt,3,1.0,$173.00,0,0,0,0,1,0,,t,125,0.25
1450,5209428,https://www.airbnb.com/rooms/5209428,The Time Machine,26830685,Gaia&Pietro,2015-01-28,"Bologna, Emilia-Romagna, Italy",35,Centro Storico,43.7699,11.25668,Entire home/apt,5,2.0,$165.00,11,39,69,237,12,1,,t,7,0.77
1451,5209601,https://www.airbnb.com/rooms/5209601,Vigna Nuova 3b near ARNO RIVER,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77111,11.24893,Entire home/apt,8,3.0,$326.00,0,0,0,150,0,0,048017LTN3766,t,125,0.26
1452,5211102,https://www.airbnb.com/rooms/5211102,"Wp relais Ernesto,LONG TERM rental",26830685,Gaia&Pietro,2015-01-28,"Bologna, Emilia-Romagna, Italy",35,Centro Storico,43.77188,11.24945,Entire home/apt,4,2.0,$173.00,16,32,48,182,5,0,,t,7,0.43
1453,5211414,https://www.airbnb.com/rooms/5211414,"Wp relais Teatro,LONG TERM,strong WI-FI",26830685,Gaia&Pietro,2015-01-28,"Bologna, Emilia-Romagna, Italy",35,Centro Storico,43.77108,11.24888,Entire home/apt,6,2.0,$139.00,19,49,79,213,7,1,,t,7,0.51
1454,5211644,https://www.airbnb.com/rooms/5211644,Historic Architectural Loft Apartment,26830685,Gaia&Pietro,2015-01-28,"Bologna, Emilia-Romagna, Italy",35,Centro Storico,43.77186,11.2467,Entire home/apt,4,1.0,$125.00,21,51,81,215,16,1,,t,7,0.88
1455,5217467,https://www.airbnb.com/rooms/5217467,Brand New Apartment close to Duomo,9254697,Alessandro,2013-10-06,"Fiesole, Tuscany, Italy",2,Centro Storico,43.77351,11.26007,Entire home/apt,4,2.0,$63.00,3,13,32,248,31,3,,t,2,3.14
1456,5217892,https://www.airbnb.com/rooms/5217892,Casa Pepi - Great location near Duomo and St Croce,4015628,Annalisa,2012-10-30,"Florence, Tuscany, Italy",7,Centro Storico,43.77316,11.26458,Entire home/apt,4,1.0,$120.00,0,27,57,57,0,0,,f,1,1.15
1457,5222733,https://www.airbnb.com/rooms/5222733,"Santa Croce, cozy fine restructured",323151,Mauro,2010-12-20,"Florence, Toscana, Italy",4,Centro Storico,43.76756,11.26445,Entire home/apt,4,1.0,$80.00,19,49,79,354,1,0,,f,4,0.71
1458,5234796,https://www.airbnb.com/rooms/5234796,A little gem in the Florence heart,15651,Florencetostay,2009-05-03,"Tuscany, Italy",5,Centro Storico,43.77137,11.2509,Entire home/apt,2,1.0,$110.00,24,24,24,102,0,0,,f,1,0.06
1459,5235753,https://www.airbnb.com/rooms/5235753,Ognissanti,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77389,11.2435,Entire home/apt,4,1.0,$173.00,0,0,0,92,0,0,,t,125,
1460,5236798,https://www.airbnb.com/rooms/5236798,Florence View San Giorgio,13117280,Monica,2014-03-14,"Florence, Tuscany, Italy",2,Centro Storico,43.76711,11.26537,Entire home/apt,2,1.0,$150.00,15,45,75,350,0,0,,t,2,0.02
1461,5242186,https://www.airbnb.com/rooms/5242186,"Beauty, in the heart of Florence , Alessandra",8099609,Roberto,2013-08-12,"Florence, Tuscany, Italy",10,Centro Storico,43.78023,11.25838,Entire home/apt,2,1.0,$85.00,29,59,89,128,0,0,,f,8,0.42
1462,5243208,https://www.airbnb.com/rooms/5243208,nice room in a very cosy apartment,4925576,Francesca,2013-02-01,"Florence, Tuscany, Italy",5,Campo di Marte,43.78143,11.27628,Private room,2,1.0,$25.00,4,18,48,295,3,1,,f,1,0.83
1463,5247266,https://www.airbnb.com/rooms/5247266,Parione 1b off Via Tournabouni,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77074,11.24975,Entire home/apt,4,1.0,$175.00,15,15,15,15,0,0,048017LTN3771,t,125,0.07
1464,5248039,https://www.airbnb.com/rooms/5248039,Pepi Loft 2b in SANTA CROCE,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77253,11.26415,Entire home/apt,4,2.0,$288.00,23,23,23,154,0,0,048017LTN3802,t,125,0.03
1465,5259684,https://www.airbnb.com/rooms/5259684,Serragli Rooftop,25264616,Marie Aurelie,2014-12-27,"Florence, Tuscany, Italy",1,Centro Storico,43.76807,11.246,Entire home/apt,6,3.0,$299.00,17,47,77,143,10,1,,f,1,1.39
1466,5289217,https://www.airbnb.com/rooms/5289217,"THE LOFT!200sqm,w\coffered ceilings,4 guests",26830685,Gaia&Pietro,2015-01-28,"Bologna, Emilia-Romagna, Italy",35,Centro Storico,43.77113,11.2485,Entire home/apt,4,1.0,$151.00,27,57,87,255,3,1,,t,7,0.17
1467,5289825,https://www.airbnb.com/rooms/5289825,LaGabbiaDelGrillo A4 Apartments In Private Garden,351818,La Gabbia Del Grillo Appartamenti,2011-01-18,"Firenze, Toscana, Italy",8,Centro Storico,43.77342,11.259,Hotel room,2,1.0,$142.00,3,26,56,130,0,0,,t,8,2.44
1468,5300395,https://www.airbnb.com/rooms/5300395,Two bdrm apart close to the center,347187,Carlotta,2011-01-14,"Florence, Toscana, Italy",2,Gavinana Galluzzo,43.7481,11.23311,Entire home/apt,4,2.0,$50.00,0,0,0,78,0,0,,f,2,0.64
1469,5302483,https://www.airbnb.com/rooms/5302483,"La Loggia, loft Pandolfini street",27467026,Beatrice,2015-02-09,"Florence, Tuscany, Italy",2,Centro Storico,43.77091,11.25942,Entire home/apt,4,1.0,$63.00,0,0,0,0,0,0,048017LTN4143,f,1,1.55
1470,5304353,https://www.airbnb.com/rooms/5304353,Cozy and Private 2 BR Apt w/ Terrace in Historical Center,3827103,Luisa,2012-10-10,"Florence, Tuscany, Italy",10,Centro Storico,43.77146,11.25924,Entire home/apt,6,2.0,$136.00,17,47,77,319,16,2,,t,9,1.35
1471,5310701,https://www.airbnb.com/rooms/5310701,Bright Spacious Oltrarno Home,27511637,Maura,2015-02-10,Ireland,1,Isolotto Legnaia,43.77144,11.23324,Entire home/apt,4,2.0,$77.00,25,55,85,175,2,0,FI003329,f,1,0.95
1472,5311078,https://www.airbnb.com/rooms/5311078,"STELLA, In the Center and First Breakfast included",27513655,Silvina,2015-02-10,"Florence, Tuscany, Italy",1,Centro Storico,43.76841,11.24605,Entire home/apt,4,2.0,$140.00,27,57,87,339,5,0,,f,1,2.44
1473,5321499,https://www.airbnb.com/rooms/5321499,Residenza D'Epoca Home in Palace,27569870,Residenza D'Epoca,2015-02-11,"Firenze, Toscana, Italy",1,Centro Storico,43.777,11.26276,Hotel room,2,1.0,$151.00,0,0,0,0,0,0,,t,1,
1474,5324087,https://www.airbnb.com/rooms/5324087,Casa Titì in the heart of Florence,15407886,Michele E Tiziana,2014-05-12,"Florence, Tuscany, Italy",1,Centro Storico,43.76651,11.25525,Private room,2,1.0,$40.00,0,0,0,0,0,0,,f,1,2.19
1475,5324998,https://www.airbnb.com/rooms/5324998,Elegant Ponte Vecchio view,3314526,Alessandro,2012-08-20,"Florence, Tuscany, Italy",64,Centro Storico,43.76656,11.2521,Entire home/apt,5,3.0,$200.00,17,47,63,323,1,0,,f,36,0.58
1476,5343229,https://www.airbnb.com/rooms/5343229,Piscina esclusiva solo per 2/4 persone,17169372,Monica,2014-06-23,"Florence, Tuscany, Italy",6,Campo di Marte,43.78143,11.30679,Entire home/apt,4,1.0,$500.00,29,59,89,364,3,0,,f,1,0.24
1477,5348285,https://www.airbnb.com/rooms/5348285,Top Location in the middle of everything,27720000,Nicole,2015-02-14,"Florence, Tuscany, Italy",2,Centro Storico,43.77468,11.25311,Entire home/apt,7,2.0,$100.00,0,1,17,36,0,0,,f,2,1.14
1478,5350307,https://www.airbnb.com/rooms/5350307,"""IL GUELFO"" bilocale  PONTE VECCHIO",16862804,Francesca,2014-06-16,"Florence, Tuscany, Italy",5,Centro Storico,43.76745,11.25229,Entire home/apt,3,1.0,$57.00,8,34,64,339,47,6,048017LTN1955,t,5,5.77
1479,5352074,https://www.airbnb.com/rooms/5352074,"Apartment ""Ill Borghetto""",18151696,Ele & Betti,2014-07-15,"Florence, Tuscany, Italy",4,Campo di Marte,43.78385,11.26654,Entire home/apt,3,1.0,$90.00,0,0,0,75,18,0,,t,1,2.7
1480,5365890,https://www.airbnb.com/rooms/5365890,Santo Spirito - Cosimo de' Medici,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.76772,11.24948,Entire home/apt,6,2.0,$230.00,27,57,87,362,0,0,,t,7,0.01
1481,5366067,https://www.airbnb.com/rooms/5366067,Oltrarno - Bianca Cappello APT,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.76618,11.25095,Entire home/apt,4,1.0,$180.00,28,58,88,363,0,0,,t,7,0.02
1482,5367134,https://www.airbnb.com/rooms/5367134,Exclusive Central Florence Francesc,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.76773,11.24931,Entire home/apt,4,1.0,$180.00,26,56,86,361,0,0,,t,7,
1483,5371602,https://www.airbnb.com/rooms/5371602,Ghibellino Ponte Vecchio apartment,16862804,Francesca,2014-06-16,"Florence, Tuscany, Italy",5,Centro Storico,43.76733,11.25217,Entire home/apt,3,1.0,$54.00,11,40,66,341,54,6,048017LTN1955,t,5,5.89
1484,5378858,https://www.airbnb.com/rooms/5378858,Garden House in Oltrarno,6934221,Marina&Flora,2013-06-16,"Florence, Tuscany, Italy",3,Isolotto Legnaia,43.77168,11.23723,Entire home/apt,2,1.0,$41.00,16,16,16,171,1,1,,f,3,0.18
1485,5382874,https://www.airbnb.com/rooms/5382874,Romantico risveglio Piazza Signoria,1885212,Patrizia,2012-03-08,"Florence, Toscana, Italy",10,Centro Storico,43.76829,11.25449,Entire home/apt,2,,$69.00,23,53,67,144,0,0,,t,8,0.36
1486,5388094,https://www.airbnb.com/rooms/5388094,Old barn  The Nepitella,27931992,Michela,2015-02-18,"Florence, Tuscany, Italy",2,Gavinana Galluzzo,43.73655,11.22004,Entire home/apt,4,2.0,$128.00,17,31,61,329,11,0,,t,2,1.88
1487,5389809,https://www.airbnb.com/rooms/5389809,Locanda dei Poeti- Double Room,27939337,Martina,2015-02-18,"Florence, Tuscany, Italy",8,Centro Storico,43.77767,11.25202,Private room,3,1.0,$97.00,27,57,87,362,0,0,,t,10,
1488,5395589,https://www.airbnb.com/rooms/5395589,"Quiet, sunny, lovely apartment in the city center!",27457789,Giulia,2015-02-09,"Florence, Tuscany, Italy",1,Centro Storico,43.77922,11.25726,Entire home/apt,4,1.0,$58.00,0,0,0,0,0,0,,t,1,0.02
1489,5398086,https://www.airbnb.com/rooms/5398086,Room of books,27983161,Linda,2015-02-19,"Florence, Tuscany, Italy",1,Centro Storico,43.7722,11.26475,Private room,2,1.0,$50.00,24,54,84,359,0,0,,f,1,0.48
1490,5399043,https://www.airbnb.com/rooms/5399043,Casa Pucci private room with small kitchen,3543667,Tamara,2012-09-12,"Florence, Tuscany, Italy",6,Centro Storico,43.76867,11.2441,Private room,2,1.0,$47.00,15,45,75,350,0,0,,f,5,0.04
1491,5402007,https://www.airbnb.com/rooms/5402007,Borgo San Jacopo Deluxe Apartment,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.76789,11.25107,Entire home/apt,7,3.0,$123.00,16,43,73,336,7,0,,t,26,1.67
1492,5404943,https://www.airbnb.com/rooms/5404943,New! The location is well-served with railway connections,26515933,Antonella,2015-01-22,"Florence, Tuscany, Italy",3,Centro Storico,43.7789,11.23784,Entire home/apt,3,1.0,$83.00,23,53,83,260,6,1,,t,2,1.98
1493,5411320,https://www.airbnb.com/rooms/5411320,GROUP & FAMILY REUNION,23647539,Il Giglio Rosso,2014-11-12,"Florence, Tuscany, Italy",3,Centro Storico,43.78079,11.24223,Hotel room,16,9.0,"$1,200.00",22,52,82,357,0,0,,f,3,0.09
1494,5420453,https://www.airbnb.com/rooms/5420453,"Casallegria, SM Novella station",27376160,Silvia,2015-02-07,"Florence, Tuscany, Italy",1,Centro Storico,43.77774,11.25187,Entire home/apt,2,1.0,$79.00,12,42,72,347,3,0,048017LTTN3000,t,1,2.16
1495,5429177,https://www.airbnb.com/rooms/5429177,Experience the Renaissance 2,1780007,Roberta & Stefano,2012-02-20,"Montemurlo, Toscana, Italy",3,Centro Storico,43.76738,11.25923,Entire home/apt,4,2.0,$114.00,22,52,82,264,3,0,,f,3,0.72
1496,5430877,https://www.airbnb.com/rooms/5430877,Artist's House with charming garden,28171337,Francesca,2015-02-22,"Florence, Tuscany, Italy",2,Campo di Marte,43.77765,11.26984,Entire home/apt,4,2.0,$141.00,15,45,75,350,13,0,,t,2,1.62
1497,5431517,https://www.airbnb.com/rooms/5431517,SantaCroce Deluxe  BabySuite,1631849,Alessandro,2012-01-20,"Florence, Tuscany, Italy",7,Centro Storico,43.76904,11.25983,Entire home/apt,2,1.0,$94.00,23,53,83,356,19,2,,t,4,3.85
1498,5450429,https://www.airbnb.com/rooms/5450429,In the heart of Oltrarno,28270828,Lucia Maddalena,2015-02-24,"Saint-Denis, Île-de-France, France",1,Centro Storico,43.76881,11.24163,Private room,2,1.0,$40.00,28,58,88,363,0,0,,f,1,0.12
1499,5450549,https://www.airbnb.com/rooms/5450549,CUTE AND ROMANTIC APARTMENT IN THE HEART OF FLORE,28271047,Donatella,2015-02-24,"Figline e Incisa Valdarno, Toscana, Italy",5,Centro Storico,43.76851,11.25932,Entire home/apt,3,1.0,$92.00,23,53,83,358,0,0,,t,1,0.24
1500,5463323,https://www.airbnb.com/rooms/5463323,Casa Desiderio in Settignano,19232526,Maria Grazia,2014-07-31,"Florence, Tuscany, Italy",1,Campo di Marte,43.78402,11.324,Entire home/apt,4,1.0,$49.00,11,41,71,346,6,0,,f,1,1.27
1501,5463575,https://www.airbnb.com/rooms/5463575,Moderno fantastico design di fronte alla Basilica di Santa Croce. Garage,28337934,Marina,2015-02-25,"Florence, Tuscany, Italy",1,Centro Storico,43.76998,11.25958,Entire home/apt,4,1.0,$104.00,0,28,58,324,0,0,,f,1,3.21
1502,5464098,https://www.airbnb.com/rooms/5464098,IN THE HEART OF THE CENTER OVERLOOKING THE DUOMO,14918959,Lorenzo,2014-04-30,"Florence, Tuscany, Italy",3,Centro Storico,43.77151,11.25691,Entire home/apt,2,1.0,$43.00,21,51,65,65,32,1,,t,4,5.63
1503,5474005,https://www.airbnb.com/rooms/5474005,San Niccolo Terrace apartment,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76454,11.26046,Entire home/apt,5,1.0,$189.00,0,0,0,0,0,0,048017LTN4286,t,125,0.06
1504,5486456,https://www.airbnb.com/rooms/5486456,Watch the City Wake from a Light-Filled Medieval Palace,11849185,Federico,2014-02-01,"Florence, Tuscany, Italy",5,Centro Storico,43.77041,11.25373,Entire home/apt,6,3.0,$198.00,19,49,73,276,10,0,,t,4,1.79
1505,5497751,https://www.airbnb.com/rooms/5497751,Unique apartment on the Arno river,28514153,Luca,2015-02-28,"Florence, Tuscany, Italy",1,Centro Storico,43.77223,11.24453,Entire home/apt,2,1.0,$83.00,1,1,1,170,1,0,,t,1,1.2
1506,5502027,https://www.airbnb.com/rooms/5502027,FABBRONI HOME,12533789,Elena E Oliver,2014-02-24,"Florence, Tuscany, Italy",13,Rifredi,43.79075,11.24912,Entire home/apt,7,4.0,$70.00,0,0,0,0,1,0,,f,14,0.43
1507,5502532,https://www.airbnb.com/rooms/5502532,Belvedere,265759726,Lapo,2019-06-02,IT,1,Centro Storico,43.76362,11.26153,Private room,1,1.0,$45.00,17,47,77,77,1,0,,f,1,0.3
1508,5503797,https://www.airbnb.com/rooms/5503797,Double Superior Room In  City Center Florence,28546358,Angjelin,2015-03-01,"Florence, Tuscany, Italy",4,Rifredi,43.78847,11.25085,Hotel room,2,1.0,$101.00,19,49,77,349,0,0,,f,5,0.03
1509,5505629,https://www.airbnb.com/rooms/5505629,Mara's Nest,28324569,Mariantonietta,2015-02-25,"Florence, Tuscany, Italy",2,Centro Storico,43.77395,11.24626,Entire home/apt,2,1.0,$75.00,0,0,0,77,0,0,,f,2,0.95
1510,5507100,https://www.airbnb.com/rooms/5507100,"Appartamento ""Il Melograno""",28562985,Il Melograno,2015-03-01,"Scandicci, Tuscany, Italy",1,Isolotto Legnaia,43.76691,11.23835,Entire home/apt,4,2.0,$100.00,0,0,0,163,1,0,,f,1,0.32
1511,5515674,https://www.airbnb.com/rooms/5515674,Larges and brights rooms,28607671,Martino & Desi,2015-03-02,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.78049,11.18938,Private room,3,1.0,$30.00,0,0,0,0,0,0,,f,1,0.03
1512,5516358,https://www.airbnb.com/rooms/5516358,Room under Piazzale Michelangelo,6623347,Lorenzo E Lorenzo,2013-05-28,"Florence, Tuscany, Italy",10,Centro Storico,43.76386,11.26047,Private room,3,1.0,$60.00,0,14,44,319,0,0,,f,11,0.26
1513,5516975,https://www.airbnb.com/rooms/5516975,Room under Piazzale Michelangelo 1,6623347,Lorenzo E Lorenzo,2013-05-28,"Florence, Tuscany, Italy",10,Centro Storico,43.7638,11.26268,Private room,3,1.0,$85.00,0,14,44,319,0,0,,f,11,0.09
1514,5532937,https://www.airbnb.com/rooms/5532937,Your bedroom in Florence,28690671,Cristina,2015-03-03,"Scandicci, Toscana, Italy",2,Isolotto Legnaia,43.76506,11.17903,Private room,1,1.0,$26.00,1,1,1,1,0,0,,f,2,0.09
1515,5540762,https://www.airbnb.com/rooms/5540762,affascinante casa,28732349,Massimo,2015-03-04,"Florence, Tuscany, Italy",1,Centro Storico,43.7863,11.22895,Private room,2,1.0,$500.00,30,60,90,180,0,0,,f,3,
1516,5542978,https://www.airbnb.com/rooms/5542978,Grande apt e terrazza 15' a piedi dal Duomo,2265459,Roberta,2012-05-01,"Florence, Toscana, Italy",1,Campo di Marte,43.78492,11.26514,Entire home/apt,8,4.0,$106.00,0,0,0,0,0,0,,f,1,1.1
1517,5545129,https://www.airbnb.com/rooms/5545129,Florence Comfortable  Room,28472137,Serena,2015-02-27,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.76729,11.20016,Private room,1,1.0,$38.00,0,0,16,291,0,0,,f,1,0.02
1518,5546766,https://www.airbnb.com/rooms/5546766,Modern Cozy and Spacious 2 BR 2 BTH Apt,3827103,Luisa,2012-10-10,"Florence, Tuscany, Italy",10,Centro Storico,43.781,11.25918,Entire home/apt,6,2.0,$113.00,11,41,71,322,14,3,,t,9,1.76
1519,5546873,https://www.airbnb.com/rooms/5546873,Charming and Cozy Studio Apartment,6127679,Alessandro E Amanda,2013-04-28,"Florence, Tuscany, Italy",12,Centro Storico,43.76974,11.26099,Entire home/apt,2,,$58.00,23,53,83,173,47,4,,f,3,4.89
1520,5552526,https://www.airbnb.com/rooms/5552526,Quiet townhouse in the city center,28790015,Marc,2015-03-05,"Scandicci, Tuscany, Italy",1,Centro Storico,43.77771,11.23952,Entire home/apt,3,2.0,$74.00,6,36,64,246,34,3,,t,1,4.87
1521,5574046,https://www.airbnb.com/rooms/5574046,JR HOME,28901083,Francesco,2015-03-07,"Florence, Tuscany, Italy",1,Centro Storico,43.77278,11.24441,Entire home/apt,4,1.0,$90.00,6,36,66,156,0,0,,f,1,0.66
1522,5585149,https://www.airbnb.com/rooms/5585149,centro storico affittasi,28958947,Caterina,2015-03-08,"Florence, Tuscany, Italy",1,Centro Storico,43.76916,11.25795,Entire home/apt,4,2.0,$92.00,22,52,82,82,9,0,,f,1,2.02
1523,5585780,https://www.airbnb.com/rooms/5585780,"Santa Croce, a wonderful apartment.",23055265,Gibby,2014-10-28,"Florence, Tuscany, Italy",3,Centro Storico,43.76788,11.26302,Entire home/apt,4,1.0,$40.00,0,0,0,79,1,0,,f,3,1.87
1524,5586199,https://www.airbnb.com/rooms/5586199,Appartamento pressi Stazione,28964133,Claudia,2015-03-08,"Florence, Tuscany, Italy",4,Centro Storico,43.77872,11.24362,Entire home/apt,5,2.0,$80.00,0,0,0,243,0,0,,f,3,1.38
1525,5589819,https://www.airbnb.com/rooms/5589819,Apartment Indipendenza Garden,26658217,Luca,2015-01-25,"Florence, Tuscany, Italy",3,Centro Storico,43.78097,11.25245,Entire home/apt,4,1.0,$75.00,20,50,62,291,7,0,,t,4,0.59
1526,5598906,https://www.airbnb.com/rooms/5598906,Apartment Oblio,6976636,Alberto,2013-06-18,"Florence, Tuscany, Italy",8,Centro Storico,43.77218,11.26029,Entire home/apt,3,,$209.00,0,0,0,148,0,0,,t,7,0.03
1527,5605916,https://www.airbnb.com/rooms/5605916,Apartment in the Historic Center,27653283,Alessio,2015-02-12,"Florence, Tuscany, Italy",1,Centro Storico,43.7762,11.2442,Entire home/apt,4,1.0,$83.00,0,0,0,0,0,0,,f,1,1.77
1528,5608602,https://www.airbnb.com/rooms/5608602,Single room with private bathroom,9221765,Luca,2013-10-04,"Florence, Tuscany, Italy",3,Campo di Marte,43.78363,11.26692,Private room,1,1.0,$32.00,0,14,44,205,0,0,,t,2,1.33
1529,5611052,https://www.airbnb.com/rooms/5611052,terrace on S.Ambrogio,1259443,Arianna,2011-10-07,"Greve In Chianti, Toscana, Italy",2,Centro Storico,43.76985,11.26657,Entire home/apt,3,2.0,$144.00,1,1,1,254,6,0,,t,1,1.32
1530,5613530,https://www.airbnb.com/rooms/5613530,Malenchini Vasari 2b near P.Vecchio,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.7674,11.2584,Entire home/apt,4,2.0,$172.00,0,0,0,0,0,0,,t,125,0.07
1531,5645962,https://www.airbnb.com/rooms/5645962,Charming double room at Maison Florentine,1467746,Mario Marco,2011-12-03,"Florence, Tuscany, Italy",2,Campo di Marte,43.77946,11.2721,Private room,2,1.0,$71.00,0,0,0,271,0,0,,f,1,0.6
1532,5646089,https://www.airbnb.com/rooms/5646089,Holidays Home Ponte Vecchio,29261660,Andrea,2015-03-13,"Florence, Tuscany, Italy",2,Centro Storico,43.76756,11.25263,Entire home/apt,6,3.0,$89.00,4,34,45,163,34,2,,f,1,4.4
1533,5647241,https://www.airbnb.com/rooms/5647241,Florentino Palazzo 2 min from Duomo,5228552,Stefano,2013-02-25,"Florence, Tuscany, Italy",32,Centro Storico,43.77186,11.25738,Entire home/apt,9,4.0,$184.00,12,42,64,248,12,0,,t,26,2.3
1534,5647459,https://www.airbnb.com/rooms/5647459,Il Mandorlo B&B,11393768,IL Mandorlo,2014-01-17,"Florence, Tuscany, Italy",1,Centro Storico,43.78704,11.23369,Private room,3,1.0,$39.00,11,41,71,345,0,0,,f,1,0.06
1535,5655626,https://www.airbnb.com/rooms/5655626,Renaissance is over - modern flat,2181495,Tommaso,2012-04-20,"Paris, Île-de-France, France",1,Campo di Marte,43.78344,11.27312,Private room,2,1.0,$45.00,16,46,76,351,0,0,,f,1,0.34
1536,5663564,https://www.airbnb.com/rooms/5663564,New apartment & private Parking,29359964,Nenad,2015-03-15,"Florence, Tuscany, Italy",3,Centro Storico,43.78728,11.22841,Entire home/apt,4,1.0,$82.00,25,55,85,338,40,0,,f,2,6.13
1537,5669319,https://www.airbnb.com/rooms/5669319,Cathedral Apartment,9254697,Alessandro,2013-10-06,"Fiesole, Tuscany, Italy",2,Centro Storico,43.77253,11.25321,Entire home/apt,4,2.0,$64.00,7,18,42,255,13,1,,t,2,1.72
1538,5669652,https://www.airbnb.com/rooms/5669652,New apartment with swimming pool,15144628,Simona,2014-05-05,Italia,2,Campo di Marte,43.81406,11.28051,Entire home/apt,3,2.0,$90.00,27,57,87,177,0,0,,f,1,0.09
